,ticker,security,outlook,rating,use,trust,upward_trend,outlook_date,revenue,rev_change_percent,profit ,profit_change_percent,assets,market_value,sector_y,industry_y,webscrape_date,net_income,ft_employee,div_yield,three_year,five_year,ten_year,alcohol,adult,gambling,tobacco,controversial_weapons,small_arms,military_contracting,coal,net_per_emp
679,MTCH,"Match Group, Inc.",,,,,,,,,,,,,Communication Services,Internet Content & Information,9/12/20,,8700.0,0.0,39.82,35.97,28.64,,,,,,,,,
680,MTD,Mettler-Toledo International,,,,,,8/4/18,,,,,,,Healthcare,Diagnostics & Research,9/12/20,,14850.0,0.0,16.0,26.57,23.52,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
681,MTN,Vail Resorts,,,,,,,,,,,,,Consumer Cyclical,Resorts & Casinos,9/12/20,,6600.0,0.0,-0.2,16.81,20.97,,,,,,,,,
682,MTZ,MasTec,,,,,,,6909400000.0,0.046,259700000.0,-0.252,4440000000.0,3656900000,Industrials,Engineering & Construction,9/12/20,,19000.0,0.0,1.63,19.86,16.07,,,,,,,,,
683,MU,Micron Technology,,,,,no,8/4/18,30391000000.0,0.495,14135000000.0,1.778,43376000000.0,45739400000,Technology,Semiconductors,9/12/20,,37000.0,0.0,11.29,22.37,21.62,,,,,,,,,
684,MUSA,Murphy USA,28.0,,,,,8/4/18,12524000000.0,0.154,213600000.0,-0.129,2360800000.0,2755600000,Consumer Cyclical,Specialty Retail,9/12/20,,4600.0,0.0,28.36,21.13,,,,,,,,,,
685,MXIM,Maxim Integrated Products,33.0,,,,maybe,8/4/18,,,,,,,Technology,Semiconductors,9/12/20,,7115.0,2.89,15.37,16.82,17.31,,,,,,,,,
686,MYL,Mylan N.V.,,,,,,8/4/18,,,,,,,Healthcare,Drug Manufacturers—Specialty & Generic,9/12/20,,35000.0,0.0,-22.58,-20.62,-1.54,,,,,,,,,
687,MYOK,MyoKardia,,,,,,,,,,,,,Healthcare,Biotechnology,9/12/20,,275.0,0.0,37.22,,,,,,,,,,,
688,NAPRF,Naspers Ltd,,,,,,,,,,,,,Communication Services,Internet Content & Information,9/12/20,,25527.0,0.2,-9.73,6.74,,,,,,,,,,
689,NAV,Navistar International,,,,,,,10250000000.0,0.196,340000000.0,10.333,7230000000.0,3199800000,Industrials,Farm & Heavy Construction Machinery,9/12/20,,12189.0,0.0,2.72,17.71,-0.26,,,,,,,,,
690,NAVI,Navient,,,,,,,5610000000.0,0.083,395000000.0,0.353,104000000000.0,2828900000,Financial Services,Credit Services,9/12/20,,6000.0,7.42,-9.91,-1.39,,,,,,,,,,
691,NCR,NCR,,,,,,,6405000000.0,-0.017,-88000000.0,-1.379,7761000000.0,3245900000,Technology,Information Technology Services,9/12/20,,36000.0,0.0,-17.38,-5.59,4.12,,,,,,,,,
692,NDA-FI.HE,Nordea Bank Abp,,,,,,,,,,,,,Financial Services,Banks—Regional,9/12/20,,27954.0,0.0,,,,,,,,,,,,
693,NDAQ,Nasdaq,66.0,,,,yes,8/4/18,,,,,,,Financial Services,Financial Data & Stock Exchanges,9/12/20,,4670.0,1.57,21.02,20.89,21.76,,,,,,,,,
694,NDRO,Enduro Royalty Trust,,,,,,8/4/18,,,,,,,,,9/12/20,,,,,,,,,,,,,,,
695,NEE,NextEra Energy,71.0,,,,,8/4/18,16727000000.0,-0.027,6638000000.0,0.234,104000000000.0,92439300000,Utilities,Utilities—Regulated Electric,9/12/20,,14800.0,2.02,24.59,25.63,18.95,,,,,,,,,
696,NEM,Newmont Goldcorp,,,,,,,7253000000.0,-0.013,341000000.0,-,20715000000.0,19053600000,Basic Materials,Gold,9/12/20,,16600.0,1.5,21.77,33.65,1.91,,,,,,,,,
697,NEWR,New Relic Inc,,,,,,,,,,,,,Technology,Software—Infrastructure,9/12/20,,2232.0,0.0,3.91,9.32,,,,,,,,,,
698,NFLX,Netflix,61.0,,,,yes,8/4/18,15794300000.0,0.351,1211200000.0,1.167,25974400000.0,1.56E+11,Communication Services,Entertainment,9/12/20,,8600.0,0.0,38.42,37.66,36.88,,,,,,,,,
699,NGL,NGL Energy Partners,18.0,,,,,8/4/18,17282700000.0,0.327,-70900000.0,-1.517,6151100000.0,1740200000,Energy,Oil & Gas Refining & Marketing,9/12/20,,1400.0,22.66,-4.22,-12.11,,,,,,,,,,
700,NHI,National Health Investors,,,,,,8/4/18,,,,,,,Real Estate,REIT—Healthcare Facilities,9/12/20,,17.0,6.8,-2.09,8.12,8.54,,,,,,,,,
701,NI,NiSource,,,,,,8/4/18,,,,,,,Utilities,Utilities—Regulated Gas,9/12/20,,8363.0,3.8,-3.56,9.16,13.22,,,,,,,,,
702,NILSY,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel,,,,,,,,,,,,,Basic Materials,Other Industrial Metals & Mining,9/12/20,,,6.24,24.48,17.21,9.37,,,,,,,,,
703,NJDCY,Nidec Corp,,,,,,,,,,,,,Industrials,Specialty Industrial Machinery,9/12/20,,117206.0,0.64,15.92,20.33,15.5,,,,,,,,,
704,NKE,Nike,61.0,,,,yes,8/4/18,36397000000.0,0.06,1933000000.0,-0.544,22536000000.0,1.33E+11,Consumer Cyclical,Footwear & Accessories,9/12/20,,75400.0,0.85,31.53,16.89,21.01,,,,,,,,,
705,NLY,Annaly Capital,,,,,,8/4/18,,,,,,,Real Estate,REIT—Mortgage,9/12/20,,10.0,11.97,-4.7,5.44,2.38,,,,,,,,,
706,NNN,National Retail Properties,,,,,,8/4/18,,,,,,,Real Estate,REIT—Retail,9/12/20,,70.0,5.58,-0.02,6.03,8.32,,,,,,,,,
707,NOC,Northrop Grumman,68.0,,,,,8/4/18,30095000000.0,0.166,3229000000.0,0.602,37653000000.0,45821000000,Industrials,Aerospace & Defense,9/12/20,,90000.0,1.76,9.54,16.47,20.5,,,,,,,,,
708,NOV,National Oilwell Varco,,,,,,8/4/18,8453000000.0,0.157,-31000000.0,-,19796000000.0,10214700000,Energy,Oil & Gas Equipment & Services,9/12/20,,33810.0,0.0,-28.56,-19.66,-4.63,,,,,,,,,
709,NOVN.SW,Novartis AG,,,,,,,,,,,,,Healthcare,Drug Manufacturers—General,9/12/20,,110000.0,3.64,,,,,,,,,,,,
710,NOVO-B.CO,Novo Nordisk AS,,,,,,,,,,,,,Healthcare,Biotechnology,9/12/20,,43526.0,2.07,,,,,,,,,,,,
711,NRG,NRG Energy,28.0,3.4,,,,9/8/19,10797000000.0,-0.042,268000000.0,-,10628000000.0,11850900000,Utilities,Utilities—Independent Power Producers,9/12/20,,4577.0,3.82,11.14,12.5,4.79,,,,,,,,,
712,NRZ,New Residential Investment Corp,,,,,no,8/4/18,,,,,,,Real Estate,REIT—Mortgage,9/12/20,,4592.0,5.36,,,,,,,,,,,,
713,NSC,Norfolk Southern,42.0,2.8,,,yes,9/8/19,11458000000.0,0.086,2666000000.0,-0.507,36239000000.0,49860300000,Industrials,Railroads,9/12/20,,24587.0,1.76,21.66,24.03,15.21,,,,,,,,,
714,NSIT,Insight Enterprises,,,,,,,7080100000.0,0.056,163700000.0,0.805,2775900000.0,1954800000,Technology,Information Technology Services,9/12/20,,11261.0,0.0,12.21,17.78,14.43,,,,,,,,,
715,NSRGY,Netsle,59.0,3.9,,,yes,9/8/19,,,,,,,Consumer Defensive,Packaged Foods,9/12/20,,291000.0,2.31,14.56,12.39,10.57,,,,,,,,,
716,NTAP,NetApp,,,,,,8/4/18,5911000000.0,0.071,76000000.0,-0.851,9865000000.0,17125200000,Technology,Computer Hardware,9/12/20,,10800.0,4.33,7.26,9.71,1.09,,,,,,,,,
717,NTES,NetEase,,,,,yes,8/4/18,,,,,,,Communication Services,Internet Content & Information,9/12/20,,20797.0,1.29,20.16,32.41,28.8,,,,,,,,,
718,NTRS,Northern Trust,,,,,,8/4/18,6658900000.0,0.165,1556400000.0,0.298,132000000000.0,19754400000,Financial Services,Asset Management,9/12/20,,20200.0,3.56,-1.17,5.13,7.25,,,,,,,,,
719,NUE,Nucor,,,,,,,25067300000.0,0.238,2360800000.0,0.79,17920600000.0,17784000000,Basic Materials,Steel,9/12/20,,26800.0,3.55,-2.1,4.95,4.28,,,,,,,,,
720,NVAX,Novavax,,,,,,,,,,,,,Healthcare,Biotechnology,9/12/20,,359.0,0.0,60.7,-13.75,7.91,,,,,,,,,
721,NVDA,Nvidia,87.0,,,,yes,8/4/18,11716000000.0,0.206,4141000000.0,0.359,13292000000.0,1.09E+11,Technology,Semiconductors,9/12/20,,13775.0,0.13,42.45,84.9,47.49,,,,,,,,,
722,NVGS,Navigator Holdings,,,,,,,,,,,,,Energy,Oil & Gas Midstream,9/12/20,,83.0,0.0,-5.28,-9.44,4.58,,,,,,,,,
723,NVR,NVR,,,,,,,7189700000.0,0.137,797200000.0,0.483,3165900000.0,10036500000,Consumer Cyclical,Residential Construction,9/12/20,,5700.0,0.0,12.81,20.77,20.7,,,,,,,,,
724,NWL,Newell Brands Inc.,,,,,,,13033100000.0,-0.116,-6917900000.0,-3.517,17716400000.0,6490100000,Consumer Defensive,Household & Personal Products,9/12/20,,30000.0,5.35,-22.86,-12.51,3.79,,,,,,,,,
725,NWS,News Corp.,,,,,,,9024000000.0,0.109,-1514000000.0,-,16346000000.0,7286800000,Communication Services,Broadcasting,9/12/20,,23500.0,1.32,4.66,4.07,,,,,,,,,,
726,NWSA,News Corp. (Class A),51.0,,,,,8/4/18,,,,,,,Communication Services,Broadcasting,9/12/20,,23500.0,1.32,5.49,4.24,,,,,,,,,,
727,NXP,Nuveen Select Tax-Free Income Portfolio,-1.0,,,,,9/8/19,,,,,,,Financial Services,Asset Management,9/12/20,,,3.19,,,,,,,,,,,,
728,NXPI,NXP Semiconductors,57.0,,,,no,8/4/18,,,,,,,Technology,Semiconductors,9/12/20,,29400.0,1.21,4.18,7.56,26.65,,,,,,,,,
729,NXT.L,Next Plc,,,,,,,,,,,,,Consumer Cyclical,Apparel Retail,9/12/20,,28545.0,0.0,,,,,,,,,,,,
730,NYMT,New York Mortgage Trust Inc,,,,,,8/4/18,,,,,,,Real Estate,REIT—Mortgage,9/12/20,,55.0,7.87,-10.17,-0.4,6.09,,,,,,,,,
731,O,Realty Income Corporation,88.0,,,,,8/4/18,,,,,,,Real Estate,REIT—Retail,9/12/20,,201.0,4.39,6.2,11.03,10.03,,,,,,,,,
732,OA,Orbital ATK,66.0,,,,,8/4/18,,,,,,,,,9/12/20,,,,,,,,,,,,,,,
733,OC,Owens Corning,68.0,,,,,8/4/18,7057000000.0,0.105,545000000.0,0.886,9771000000.0,5163400000,Industrials,Building Products & Equipment,9/12/20,,19000.0,1.46,-3.22,8.61,10.49,,,,,,,,,
734,OC,Owens Corning,68.0,,,,,8/4/18,7057000000.0,0.105,545000000.0,0.886,9771000000.0,5163400000,Industrials,Building Products & Equipment,9/12/20,,19000.0,1.46,-3.22,8.61,10.49,,,,,,,,,
735,OC,Owens Corning,68.0,,,,,8/4/18,9838700000.0,0.056,-437000000.0,-7.003,3773800000.0,258400000,Industrials,Building Products & Equipment,9/12/20,,19000.0,1.46,-3.22,8.61,10.49,,,,,,,,,
736,OC,Owens Corning,68.0,,,,,8/4/18,9838700000.0,0.056,-437000000.0,-7.003,3773800000.0,258400000,Industrials,Building Products & Equipment,9/12/20,,19000.0,1.46,-3.22,8.61,10.49,,,,,,,,,
737,OCIP,OCI Partners LP,,,,,no,8/4/18,,,,,,,Basic Materials,Chemicals,9/12/20,,,,,,,,,,,,,,,
738,ODP,Office Depot,,,,,,8/4/18,11130000000.0,0.035,104000000.0,-0.425,6166000000.0,1971900000,Consumer Cyclical,Specialty Retail,9/12/20,,40000.0,0.0,-18.39,-19.62,-4.4,,,,,,,,,
739,OI,Owens-Illinois,,,,,,,6877000000.0,0.001,257000000.0,0.428,9699000000.0,2915800000,Consumer Cyclical,Packaging & Containers,9/12/20,,25500.0,2.81,-22.85,-10.69,-8.75,,,,,,,,,
740,OKE,Oneok,66.0,3.6,,,,9/8/19,12593200000.0,0.034,1151700000.0,1.97,18231700000.0,28746900000,Energy,Oil & Gas Midstream,9/12/20,,2882.0,14.37,-13.43,3.46,10.49,,,,,,,,,
741,OLCLY,Oriental Land,,,,,,,,,,,,,Consumer Cyclical,Leisure,9/12/20,,9017.0,0.29,23.15,21.65,,,,,,,,,,
742,OLED,Universal Display Corporation,,,,,,,,,,,,,Technology,Semiconductor Equipment & Materials,9/12/20,,309.0,0.36,7.9,34.52,23.03,,,,,,,,,
743,OLN,Olin Corporation,,,,,,,6946100000.0,0.108,327900000.0,-0.403,8997400000.0,3815500000,Basic Materials,Specialty Chemicals,9/12/20,,6500.0,7.09,-23.51,-4.26,0.04,,,,,,,,,
744,OMC,Omnicom Group,59.0,,,,,8/4/18,15290200000.0,0.001,1326400000.0,0.219,24617000000.0,16327200000,Communication Services,Advertising Agencies,9/12/20,,70000.0,5.02,-6.59,-1.1,6.59,,,,,,,,,
745,ON,ON Semiconductor Corporation,,,,,no,,5878300000.0,0.06,627400000.0,-0.226,7587600000.0,8474800000,Technology,Semiconductors,9/12/20,,34800.0,0.0,8.01,16.12,13.35,,,,,,,,,
746,ORC,Orchid Island Capital Inc,,,,,,8/4/18,,,,,,,Real Estate,REIT—Mortgage,9/12/20,,,15.42,-6.38,4.7,,,,,,,,,,
747,ORCL,Oracle,52.0,3.6,,,,8/4/18,39831000000.0,0.056,3825000000.0,-0.59,137000000000.0,1.84E+11,Technology,Software—Infrastructure,9/12/20,,135000.0,1.67,4.31,9.92,9.64,,,,,,,,,
748,ORI,Old Republic International,,,,,,,6021800000.0,-0.039,370500000.0,-0.339,19327100000.0,6334100000,Financial Services,Insurance—Diversified,9/12/20,,9000.0,5.45,1.06,6.34,6.72,,,,,,,,,
749,ORLY,OReilly Automotive,,,,,,8/4/18,9536400000.0,0.062,1324500000.0,0.168,7980800000.0,30438400000,Consumer Cyclical,Specialty Retail,9/12/20,,72877.0,0.0,34.2,14.06,25.21,,,,,,,,,
750,OSK,Oshkosh,,,,,,,7705500000.0,0.128,471900000.0,0.652,5294200000.0,5262600000,Industrials,Farm & Heavy Construction Machinery,9/12/20,,15000.0,1.59,2.09,15.82,12.1,,,,,,,,,
751,OSTK,Overstock.com,39.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Internet Retail,9/12/20,,1613.0,0.0,38.83,27.07,15.96,,,,,,,,,
752,OTELLO.ST,Otello Corp,,,,,no,8/4/18,,,,,,,,,9/12/20,,,,,,,,,,,,,,,
753,OTTR,Otter Tail Corporation,,,,,,,,,,,,,Utilities,Utilities—Diversified,9/12/20,,2208.0,3.99,-1.78,11.24,9.81,,,,,,,,,
754,OXY,Occidental Petroleum Corporation,,,,,,,18934000000.0,0.426,4131000000.0,2.151,43854000000.0,49509500000,Energy,Oil & Gas E&P,9/12/20,,14400.0,0.36,-33.17,-18.6,-7.4,,,,,,,,,
755,P,Pandora,,,,,,8/4/18,,,,,,,,,9/12/20,,,,,,,,,,,,,,,
756,PAA,Plains All American Pipeline,,,,,,,,,,,,,Energy,Oil & Gas Midstream,9/12/20,,5000.0,10.42,-22.52,-14.02,-1.44,,,,,,,,,
757,PAG,Penske Automotive Group,,,,,,,22785100000.0,0.065,471000000.0,-0.232,10904500000.0,3756800000,Consumer Cyclical,Auto & Truck Dealerships,9/12/20,,27000.0,0.0,5.69,1.14,16.68,,,,,,,,,
758,PAGP,Plains GP Holdings,,,,,,,34055000000.0,0.299,334000000.0,-,26830000000.0,3974400000,Energy,Oil & Gas Midstream,9/12/20,,4900.0,10.43,-23.13,-20.89,,,,,,,,,,
759,PAGS,PagSeguro Digital Ltd,,,,,,,,,,,,,Technology,Software—Infrastructure,9/12/20,,,0.0,,,,,,,,,,,,
760,PANW,"Palo Alto Networks, Inc.",,,,,,,,,,,,,Technology,Software—Infrastructure,9/12/20,,8014.0,0.0,18.8,6.49,,,,,,,,,,
761,PAYC,Paycom Software,,,,,,,,,,,,,Technology,Software—Application,9/12/20,,3765.0,0.0,52.22,47.2,,,,,,,,,,
762,PAYX,Paychex,64.0,,,,,8/4/18,,,,,,,Industrials,Staffing & Employment Services,9/12/20,,15600.0,3.29,12.65,13.36,13.59,,,,,,,,,
763,PBF,PBF Energy,72.0,,,,no,8/4/18,27186100000.0,0.248,128300000.0,-0.691,8005400000.0,3732000000,Energy,Oil & Gas Refining & Marketing,9/12/20,,3442.0,0.0,-27.19,-16.82,,,,,,,,,,
764,PBYI,Puma Biotech,,,,,,,,,,,,,Healthcare,Biotechnology,9/12/20,,269.0,0.0,-55.19,-37.95,,,,,,,,,,
765,PCAR,Paccar,63.0,,,,,8/4/18,23495700000.0,0.208,2195100000.0,0.31,25482400000.0,23630400000,Industrials,Farm & Heavy Construction Machinery,9/12/20,,27000.0,1.55,11.15,11.02,8.8,,,,,,,,,
766,PCG,PG&E Corp.,37.0,,,,,8/4/18,16759000000.0,-0.022,-6851000000.0,-5.162,76995000000.0,9390600000,Utilities,Utilities—Regulated Electric,9/12/20,,23000.0,0.0,-48.83,-22.61,-6.51,,,,,,,,,
767,PCLN,Priceline Group,36.0,,,,,8/4/18,,,,,,,Consumer Discretionary,Internet & Direct Marketing Retail,9/12/20,,,,,,,,,,,,,,,
768,PD,Pagerduty,,,,,,,,,,,,,Technology,Software—Application,9/12/20,,669.0,0.0,,,,,,,,,,,,
769,PEG,Public Service Enterprise Group,61.0,,,,,8/4/18,9696000000.0,0.067,1438000000.0,-0.086,45326000000.0,30002000000,Utilities,Utilities—Diversified,9/12/20,,12992.0,3.75,7.44,9.28,7.94,,,,,,,,,
770,PEP,PepsiCo,53.0,,,,,8/4/18,64661000000.0,0.018,12515000000.0,1.577,77648000000.0,1.72E+11,Consumer Defensive,Beverages—Non-Alcoholic,9/12/20,,267000.0,3.04,8.31,10.8,9.49,,,,,,,,,
771,PER,Sandridge Permian Trust,,,,,,8/4/18,,,,,,,Energy,Oil & Gas E&P,9/12/20,,,0.0,-7.6,-17.58,,,,,,,,,,
772,PFE,Pfizer,62.0,,,,,8/4/18,53647000000.0,0.021,11153000000.0,-0.477,159000000000.0,2.36E+11,Healthcare,Drug Manufacturers—General,9/12/20,,88300.0,4.26,5.53,5.34,10.82,,,,,,,,,
773,PFG,Principal Financial,,,,,,8/4/18,14237200000.0,0.01,1546500000.0,-0.331,243000000000.0,13968600000,Financial Services,Insurance—Diversified,9/12/20,,17601.0,5.49,-8.43,1.1,8.26,,,,,,,,,
774,PFGC,Performance Food Group,41.0,,,,,8/4/18,17619900000.0,0.051,198700000.0,1.063,4000900000.0,4170200000,Consumer Defensive,Food Distribution,9/12/20,,20000.0,0.0,9.64,,,,,,,,,,,
775,PG,Procter & Gamble,52.0,,,,yes,8/4/18,66832000000.0,0.009,9750000000.0,-0.364,118000000000.0,2.60E+11,Consumer Defensive,Household & Personal Products,9/12/20,,99000.0,2.31,16.06,17.36,10.5,,,,,,,,,
776,PGNX,"Progenics Pharmaceuticals, Inc.",,,,,,,,,,,,,Healthcare,Biotechnology,9/12/20,,,0.0,,,,,,,,,,,,
777,PGR,Progressive,69.0,,,,,8/4/18,31979000000.0,0.192,2615300000.0,0.643,46575000000.0,42099500000,Financial Services,Insurance—Property & Casualty,9/12/20,,41571.0,0.42,28.81,27.23,17.95,,,,,,,,,
778,PH,Parker-Hannifin,,,,,,8/4/18,14302400000.0,0.189,1060800000.0,0.079,15320100000.0,22201700000,Industrials,Specialty Industrial Machinery,9/12/20,,50520.0,1.72,9.84,16.08,13.61,,,,,,,,,
779,PHM,PulteGroup,,,,,,,10188300000.0,0.188,1022000000.0,1.285,10173000000.0,7758400000,Consumer Cyclical,Residential Construction,9/12/20,,5245.0,1.08,21.16,17.67,18.51,,,,,,,,,
780,PII,Polaris Industries,40.0,,,,,8/4/18,6166000000.0,0.12,335300000.0,0.944,4124900000.0,5152900000,Consumer Cyclical,Recreational Vehicles,9/12/20,,14000.0,2.67,0.32,-3.97,14.28,,,,,,,,,
781,PINS,Pinterest,,,,,,,,,,,,,Communication Services,Internet Content & Information,9/12/20,,2432.0,0.0,,,,,,,,,,,,
782,PIR,Pier 1 Imports,40.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Specialty Retail,9/12/20,,,0.0,-9.36,-7.15,,,,,,,,,,
783,PKG,Packaging Corp. of America,,,,,,,7014600000.0,0.088,738000000.0,0.104,6569700000.0,9391000000,Consumer Cyclical,Packaging & Containers,9/12/20,,15500.0,3.05,-0.92,12.44,18.07,,,,,,,,,
784,PKI,PerkinElmer,,,,,,8/4/18,,,,,,,Healthcare,Diagnostics & Research,9/12/20,,13000.0,0.25,20.17,19.96,18.54,,,,,,,,,
785,PKX,Posco,,,,,,,,,,,,,Basic Materials,Steel,9/12/20,,,1.09,-15.79,3.72,-5.94,,,,,,,,,
786,PLD,Prologis,,,,,,8/4/18,,,,,,,Real Estate,REIT—Industrial,9/12/20,,1712.0,2.32,17.73,24.11,16.36,,,,,,,,,
787,PLNT,Planet Fitness,,,,,,,,,,,,,Consumer Cyclical,Leisure,9/12/20,,1735.0,0.0,30.76,27.26,,,,,,,,,,
788,PLT,Plantronics,,,,,,,,,,,,,Technology,Communication Equipment,9/12/20,,6584.0,0.0,-31.71,-22.41,-5.36,,,,,,,,,
789,PLUG,Plug Power,,,,,,,,,,,,,Industrials,Electrical Equipment & Parts,9/12/20,,629.0,0.0,75.4,47.1,11.62,,,,,,,,,
790,PM,Philip Morris International,61.0,,,,,8/4/18,29625000000.0,0.031,7911000000.0,0.311,39801000000.0,1.38E+11,Consumer Defensive,Tobacco,9/12/20,,73500.0,5.97,-7.01,5.34,8.18,,,,,,,,,
791,PNC,PNC Financial Services Group,54.0,,,,maybe,8/4/18,19993000000.0,0.109,5301000000.0,-0.007,382000000000.0,55640100000,Financial Services,Banks—Regional,9/12/20,,50803.0,4.25,-0.33,7.05,9.44,,,,,,,,,
792,PNW,Pinnacle West Capital,,,,,,8/4/18,,,,,,,Utilities,Utilities—Regulated Electric,9/12/20,,6210.0,4.38,-4.21,7.26,8.99,,,,,,,,,
793,POLY.L,Polymetal International,,,,,,,,,,,,,Basic Materials,Other Precious Metals & Mining,9/12/20,,12083.0,3.11,,,,,,,,,,,,
794,POST,Post Holdings,39.0,2.7,,,,9/8/19,6257200000.0,0.197,467300000.0,8.675,13057500000.0,7274600000,Consumer Defensive,Packaged Foods,9/12/20,,10100.0,0.0,-0.73,4.7,,,,,,,,,,
795,POWERGRID.NS,Power Grid Corporation of India Limited,,,,,,,,,,,,,Utilities,Utilities—Regulated Electric,9/12/20,,8990.0,5.63,,,,,,,,,,,,
796,PPG,PPG Industries,50.0,,,,,8/4/18,15374000000.0,0.027,1341000000.0,-0.157,16015000000.0,26648800000,Basic Materials,Specialty Chemicals,9/12/20,,47600.0,1.72,7.88,7.07,14.93,,,,,,,,,
797,PPL,PPL,,,,,,,7785000000.0,0.045,1827000000.0,0.62,43396000000.0,22882500000,Utilities,Utilities—Regulated Electric,9/12/20,,12000.0,6.09,-6.59,3.68,5.33,,,,,,,,,
798,PRU,"Prudential Financial, Inc.",,,,,no,,62992000000.0,0.055,4074000000.0,-0.482,815000000000.0,37517700000,Financial Services,Insurance—Life,9/12/20,,51511.0,6.54,-7.54,1.6,5.88,,,,,,,,,
799,PSO,Pearson,25.0,,,,,8/4/18,,,,,,,Communication Services,Publishing,9/12/20,,22500.0,3.51,-1.46,-13.38,-2.21,,,,,,,,,
800,PSX,Phillips 66,72.0,,,,,8/4/18,114000000000.0,0.247,5595000000.0,0.096,54302000000.0,43240700000,Energy,Oil & Gas Refining & Marketing,9/12/20,,14500.0,6.22,-7.66,-2.2,,,,,,,,,,
801,PTON,Peloton Interactive,,,,,,,,,,,,,Consumer Cyclical,Leisure,9/12/20,,3249.0,0.0,,,,,,,,,,,,
802,PUSH,Publix Super Markets,,,,,,,36395700000.0,0.045,2381200000.0,0.039,18982500000.0,#VALUE!,,,9/12/20,,202000.0,,,,,,,,,,,,,
803,PVH,PVH,,,,,,,9656800000.0,0.083,746400000.0,0.388,11863700000.0,9164100000,Consumer Cyclical,Apparel Manufacturing,9/12/20,,21500.0,0.0,-19.62,-9.93,2.4,,,,,,,,,
804,PWR,Quanta Services,,,,,,,11171400000.0,0.18,293300000.0,-0.069,7075800000.0,5336200000,Industrials,Engineering & Construction,9/12/20,,40300.0,0.38,12.78,16.28,11.03,,,,,,,,,
805,PXD,Pioneer Natural Resources,,,,,,8/4/18,9415000000.0,0.726,978000000.0,0.174,17903000000.0,25639300000,Energy,Oil & Gas E&P,9/12/20,,2323.0,2.41,-9.94,-4.32,3.94,,,,,,,,,
806,PYPL,PayPal Holdings,63.0,,,,yes,8/4/18,15451000000.0,0.18,2057000000.0,0.146,43332000000.0,1.22E+11,Financial Services,Credit Services,9/12/20,,23200.0,0.0,43.22,40.55,,,,,,,,,,
807,PZN,Pzena Investment Management,,,,,,,,,,,,,Financial Services,Asset Management,9/12/20,,120.0,2.33,-10.62,-3.3,3.57,,,,,,,,,
808,PZZA,Papa Johns,43.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Restaurants,9/12/20,,16500.0,1.0,8.2,6.52,22.52,,,,,,,,,
809,QCOM,Qualcomm,45.0,,,,maybe,8/4/18,22732000000.0,0.02,-4864000000.0,-2.972,32686000000.0,69023700000,Technology,Semiconductors,9/12/20,,37000.0,2.31,33.68,18.0,12.51,,,,,,,,,
810,QQQ,Invesco QQQ Trust Series 1 NASDAQ ETF,,,,,yes,,,,,,,,,,9/12/20,,,,,,,,,,,,,,,
811,QRTEA,Qurate Retail,,,,,,,14070000000.0,0.352,916000000.0,-0.625,17841000000.0,6961700000,Consumer Cyclical,Internet Retail,9/12/20,,25314.0,0.0,-22.35,-17.43,2.14,,,,,,,,,
812,QRVO,Qorvo,,,,,no,8/4/18,,,,,,,Technology,Semiconductors,9/12/20,,7900.0,0.0,19.18,18.1,,,,,,,,,,
813,QSR,Restaurant Brands International,,,,,no,8/4/18,,,,,,,Consumer Cyclical,Restaurants,9/12/20,,6300.0,3.78,-2.69,10.25,,,,,,,,,,
814,QTRH,Quarterhill Inc,,,,,,,,,,,,,,,9/12/20,,,0.0,6.74,-4.46,-1.68,,,,,,,,,
815,QTT,Qutoutiao,,,,,,,,,,,,,Communication Services,Internet Content & Information,9/12/20,,2932.0,0.0,,,,,,,,,,,,
816,QTWO,Q2 Holdings,,,,,,,,,,,,,Technology,Software—Application,9/12/20,,1574.0,0.0,28.0,24.36,,,,,,,,,,
817,R,Ryder System,,,,,,,8409200000.0,0.147,273300000.0,-0.654,13051100000.0,3302500000,Industrials,Rental & Leasing Services,9/12/20,,39900.0,5.43,-15.47,-8.96,3.33,,,,,,,,,
818,RAD,Rite Aid,,,,,,,30215400000.0,-0.08,943500000.0,231.783,8989300000.0,685700000,Healthcare,Pharmaceutical Retailers,9/12/20,,29840.0,0.0,-38.14,-41.51,-5.12,,,,,,,,,
819,RAMP,LiveRamp Holdings,,,,,,,,,,,,,Technology,Information Technology Services,9/12/20,,1150.0,0.0,28.86,20.09,12.81,,,,,,,,,
820,RCL,Royal Caribbean Cruises Ltd,72.0,3.8,,,maybe,9/8/19,,,,,,,Consumer Cyclical,Travel Services,9/12/20,,85300.0,4.45,-14.19,-2.86,11.02,,,,,,,,,
821,REGN,Regeneron Pharmaceuticals,70.0,,,,no,8/4/18,6710800000.0,0.143,2444400000.0,1.04,11734500000.0,44871400000,Healthcare,Biotechnology,9/12/20,,8142.0,0.0,6.97,0.43,36.01,,,,,,,,,
822,RELIANCE.NS,Reliance Industries Limited,,,,,,,,,,,,,Energy,Oil & Gas Refining & Marketing,9/12/20,,195618.0,0.28,,,,,,,,,,,,
