,ticker,security,outlook,rating,use,trust,upward_trend,outlook_date,revenue,rev_change_percent,profit ,profit_change_percent,assets,market_value,sector_y,industry_y,webscrape_date,net_income,ft_employee,div_yield,three_year,five_year,ten_year,alcohol,adult,gambling,tobacco,controversial_weapons,small_arms,military_contracting,coal,net_per_emp
248,CNK,Cinemark Holdings,42.0,,,,,8/4/18,,,,,,,Communication Services,Entertainment,9/12/20,,12705.0,0.0,-23.09,-12.59,3.38,,,,,,,,,
249,CNP,CenterPoint Energy,77.0,,,,,8/4/18,10589000000.0,0.101,368000000.0,-0.795,27009000000.0,15394200000,Utilities,Utilities—Regulated Gas,9/12/20,,14262.0,3.08,-9.5,6.86,6.66,,,,,,,,,
250,CODI,Compass Diversified,,,,,,,,,,,,,Industrials,Conglomerates,9/12/20,,4002.0,8.71,6.78,7.73,7.4,,,,,,,,,
251,COF,Capital One Financial,62.0,,,,,8/4/18,32377000000.0,0.079,6015000000.0,2.035,373000000000.0,38340700000,Financial Services,Credit Services,9/12/20,,53100.0,0.58,-1.5,0.81,7.8,,,,,,,,,
252,COG,Cabot,55.0,,,,,8/4/18,,,,,,,Energy,Oil & Gas E&P,9/12/20,,547.0,2.2,-9.66,-3.46,10.45,,,,,,,,,
253,COL,Rockwell Collins,58.0,,,,,8/4/18,8665000000.0,0.27,1032000000.0,0.464,19026000000.0,#VALUE!,Industrials,Aerospace & Defense,9/12/20,,31200.0,,,,,,,,,,,,,
254,COLM,Columbia Sportswear,50.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Apparel Manufacturing,9/12/20,,8900.0,0.0,16.32,8.29,14.09,,,,,,,,,
255,COP,ConocoPhillips,32.0,,,,,8/4/18,38727000000.0,0.189,6257000000.0,-,69980000000.0,75710100000,Energy,Oil & Gas E&P,9/12/20,,9700.0,5.1,-6.16,-3.48,2.24,,,,,,,,,
256,CORE,Core Mark Holding,42.0,,,,,8/4/18,12903900000.0,0.056,45500000.0,0.358,1666100000.0,1703200000,Consumer Defensive,Food Distribution,9/12/20,,8555.0,1.47,6.15,2.47,17.61,,,,,,,,,
257,COST,Costco,69.0,,,,yes,8/4/18,142000000000.0,0.097,3134000000.0,0.17,40830000000.0,1.07E+11,Consumer Defensive,Discount Stores,9/12/20,,149000.0,0.82,30.09,20.41,20.2,,,,,,,,,
258,COTY,Coty,27.0,,,,,8/4/18,9398000000.0,0.228,-168800000.0,-,22630200000.0,8639500000,Consumer Defensive,Household & Personal Products,9/12/20,,18260.0,0.0,-34.22,-27.74,,,,,,,,,,
259,CPB,Campbell Soup,44.0,,,,,8/4/18,8685000000.0,0.101,261000000.0,-0.706,14529000000.0,11481600000,Consumer Defensive,Packaged Foods,9/12/20,,23000.0,3.09,1.36,1.17,4.94,,,,,,,,,
260,CPG.L,Compass Group PLC,,,,,,,,,,,,,Consumer Cyclical,Restaurants,9/12/20,,600000.0,0.0,,,,,,,,,,,,
261,CPRT,Copart Inc,,,,,,,,,,,,,Industrials,Specialty Business Services,9/12/20,,,0.0,46.27,42.24,28.08,,,,,,,,,
262,CPT,Camden Property Trust,,,,,,8/4/18,,,,,,,Real Estate,REIT—Residential,9/12/20,,1650.0,3.67,1.46,9.09,10.01,,,,,,,,,
263,CRD-A,Crawford and Company,,,,,,,,,,,,,Financial Services,Insurance Brokers,9/12/20,,7337.0,2.27,,,,,,,,,,,,
264,CRDA.L,Croda International Plc,,,,,,,,,,,,,Basic Materials,Specialty Chemicals,9/12/20,,4580.0,1.3,,,,,,,,,,,,
265,CRM,salesforce.com,84.0,,,,,8/4/18,13282000000.0,0.267,1110000000.0,7.707,30737000000.0,1.22E+11,Technology,Software—Application,9/12/20,,54255.0,0.0,35.5,28.26,23.54,,,,,,,,,
266,CRWD,"CrowdStrike Holdings, Inc.",,,,,,,,,,,,,Technology,Software—Infrastructure,9/12/20,,2838.0,0.0,,,,,,,,,,,,
267,CSCO,Cisco Systems,64.0,,,,,8/4/18,49330000000.0,0.028,110000000.0,-0.989,109000000000.0,2.38E+11,Technology,Communication Equipment,9/12/20,,77500.0,3.64,10.62,11.88,8.85,,,,,,,,,
268,CSGP,CoStar Group,,,,,,,,,,,,,Real Estate,Real Estate Services,9/12/20,,4200.0,0.0,,,,,,,,,,,,
269,CSIQ,Canadian Solar,,,,,,,,,,,,,Technology,Solar,9/12/20,,13478.0,0.0,19.51,8.43,8.61,,,,,,,,,
270,CSX,CSX,23.0,,,,,8/4/18,12250000000.0,0.074,3309000000.0,-0.395,36729000000.0,60805200000,Industrials,Railroads,9/12/20,,19000.0,1.37,,,,,,,,,,,,
271,CTAS,Cintas,61.0,,,,,8/4/18,6487400000.0,0.195,842600000.0,0.753,6958200000.0,21207800000,Industrials,Specialty Business Services,9/12/20,,40000.0,0.8,34.32,30.9,28.38,,,,,,,,,
272,CTL,CenturyLink,30.0,,,,,8/4/18,23443000000.0,0.328,-1733000000.0,-2.248,70256000000.0,12946600000,Communication Services,Telecom Services,9/12/20,,40000.0,9.48,-6.27,-5.87,-1.39,,,,,,,,,
273,CTRE,CareTrust REIT,,,,,no,8/4/18,,,,,,,Real Estate,REIT—Healthcare Facilities,9/12/20,,52.0,5.23,2.33,15.26,,,,,,,,,,
274,CTRP,"Ctrip.com International, Ltd.",,,,,,,,,,,,,Consumer Cyclical,Leisure,9/12/20,,,,-17.53,,,,,,,,,,,
275,CTSH,Cognizant Technology Solutions,59.0,,,,,8/4/18,16125000000.0,0.089,2101000000.0,0.397,15913000000.0,41665900000,Technology,Information Technology Services,9/12/20,,281200.0,1.33,-0.74,2.46,8.53,,,,,,,,,
276,CTXS,Citrix Systems,43.0,,,,,8/4/18,,,,,,,Technology,Software—Application,9/12/20,,8400.0,0.99,21.01,17.1,9.31,,,,,,,,,
277,CVE,Cenovus Energy Inc.,,,,,,,,,,,,,Energy,Oil & Gas Integrated,9/12/20,,2361.0,0.0,-18.36,-18.15,-10.25,,,,,,,,,
278,CVGI,Commercial Vehicle Group,,,,,,,,,,,,,Consumer Cyclical,Auto Parts,9/12/20,,7347.0,0.0,-10.58,1.96,-6.38,,,,,,,,,
279,CVS,CVS Health,34.0,,,,,8/4/18,195000000000.0,0.053,-594000000.0,-1.09,196000000000.0,69951600000,Healthcare,Healthcare Plans,9/12/20,,290000.0,3.45,-7.35,-7.99,9.4,,,,,,,,,
280,CVX,Chevron,51.0,,,,,8/4/18,166000000000.0,0.236,14824000000.0,0.612,254000000000.0,2.34E+11,Energy,Oil & Gas Integrated,9/12/20,,48200.0,6.6,-6.53,5.8,4.22,,,,,,,,,
281,CW,Curtiss-Wright,68.0,,,,,8/4/18,,,,,,,Industrials,Specialty Industrial Machinery,9/12/20,,8900.0,0.73,-0.54,7.43,13.2,,,,,,,,,
282,CWT,California Water Service Group,47.0,,,,,8/4/18,,,,,,,Utilities,Utilities—Regulated Water,9/12/20,,1207.0,1.92,6.26,18.49,10.96,,,,,,,,,
283,CYBR,CyberArk Software Ltd,,,,,,,,,,,,,Technology,Software—Infrastructure,9/12/20,,1380.0,0.0,32.52,15.1,,,,,,,,,,
284,CYH,Community Health Systems,,,,,,,14155000000.0,-0.234,-788000000.0,-,15859000000.0,433500000,Healthcare,Medical Care Facilities,9/12/20,,63000.0,0.0,-15.15,-31.43,-12.24,,,,,,,,,
285,CYOU,Changyou.com Limited,,,,,,8/4/18,,,,,,,Technology,Electronic Gaming & Multimedia,9/12/20,,,0.0,,,,,,,,,,,,
286,CZR,Caesars Entertainment Corp,,,,,,8/4/18,8391000000.0,0.729,303000000.0,-,25775000000.0,5823500000,Consumer Cyclical,Resorts & Casinos,9/12/20,,66000.0,,26.59,40.2,,,,,,,,,,
287,D,Dominion Energy,71.0,,,,,8/4/18,13366000000.0,0.062,2447000000.0,-0.184,77914000000.0,61281900000,Utilities,Utilities—Diversified,9/12/20,,19100.0,4.78,4.13,7.21,9.48,,,,,,,,,
288,DAL,Delta Air Lines,79.0,4.1,,,maybe,9/8/19,44438000000.0,0.077,3935000000.0,0.1,60266000000.0,35067800000,Industrials,Airlines,9/12/20,,91000.0,0.0,-10.31,-4.77,13.53,,,,,,,,,
289,DAN,Dana,,,,,,,8143000000.0,0.13,427000000.0,2.847,5918000000.0,2545000000,Consumer Cyclical,Auto Parts,9/12/20,,33300.0,0.0,-14.78,-2.01,4.77,,,,,,,,,
290,DASTY,Dassault Systemes SE ADR,84.0,3.9,,,yes,9/8/19,,,,,,,Technology,Software—Application,9/12/20,,20000.0,0.42,22.48,21.73,19.59,,,,,,,,,
291,DBX,Dropbox,,,,,,,,,,,,,Technology,Software—Infrastructure,9/12/20,,2801.0,0.0,,,,,,,,,,,,
292,DCP,DCP Midstream,,,,,,,9822000000.0,0.161,298000000.0,0.301,14266000000.0,4736600000,Energy,Oil & Gas Midstream,9/12/20,,2650.0,12.6,-15.24,-2.37,1.89,,,,,,,,,
293,DD,DuPont de Nemours,,,,,,,85977000000.0,0.372,3844000000.0,1.633,188000000000.0,1.20E+11,Basic Materials,Chemicals,9/12/20,,35000.0,2.07,-12.02,2.54,7.92,,,,,,,,,
294,DDS,Dillard‚Äö√Ñ√¥s,31.0,,,,,8/4/18,6503300000.0,0.013,170300000.0,-0.231,3431400000.0,1897600000,Consumer Cyclical,Department Stores,9/12/20,,22800.0,1.79,-15.49,-17.34,5.88,,,,,,,,,
295,DE,Deere,73.0,4.1,,,maybe,9/8/19,37357700000.0,0.256,2368400000.0,0.097,70108000000.0,50908000000,Industrials,Farm & Heavy Construction Machinery,9/12/20,,73489.0,1.41,23.93,23.67,13.42,,,,,,,,,
296,DELL,Dell Technologies Inc.,,,,,,,90621000000.0,0.152,-2310000000.0,-,112000000000.0,42170500000,Technology,Computer Hardware,9/12/20,,165000.0,0.0,,,,,,,,,,,,
297,DEO,Diageo,70.0,3.9,,,yes,9/8/19,,,,,,,Consumer Defensive,Beverages—Wineries & Distilleries,9/12/20,,27788.0,3.29,1.96,7.34,9.42,,,,,,,,,
298,DF,Dean Foods,,,,,,,7755300000.0,-0.005,-326900000.0,-6.308,2118500000.0,277900000,Consumer Defensive,Packaged Foods,9/12/20,,15000.0,,-23.0,-5.71,-5.69,,,,,,,,,
299,DFS,Discover Financial Services,60.0,3.7,,,maybe,9/8/19,12848000000.0,0.113,2742000000.0,0.306,110000000000.0,23215100000,Financial Services,Credit Services,9/12/20,,17200.0,3.26,0.8,3.33,15.13,,,,,,,,,
300,DG,Dollar General,38.0,,,,,8/4/18,25625000000.0,0.092,1589500000.0,0.033,13204000000.0,30960600000,Consumer Defensive,Discount Stores,9/12/20,,143000.0,0.73,39.03,23.98,22.36,,,,,,,,,
301,DGX,Quest Diagnostics,56.0,,,,,8/4/18,7531000000.0,-0.023,736000000.0,-0.047,11003000000.0,12072800000,Healthcare,Diagnostics & Research,9/12/20,,47000.0,2.03,2.48,12.8,10.07,,,,,,,,,
302,DHI,D.R. Horton,64.0,,,,no,8/4/18,16068000000.0,0.14,1460300000.0,0.406,14114600000.0,15452200000,Consumer Cyclical,Residential Construction,9/12/20,,8916.0,1.0,25.61,18.72,21.06,,,,,,,,,
303,DHR,Danaher,57.0,,,,,8/4/18,19893000000.0,0.085,2650900000.0,0.064,47832500000.0,94485900000,Healthcare,Diagnostics & Research,9/12/20,,60000.0,0.35,33.43,21.49,19.28,,,,,,,,,
304,DHXM,DHX Media,,,,,,,,,,,,,,,9/12/20,,,,,,,,,,,,,,,
305,DIS,Disney,65.0,,,,maybe,8/4/18,59434000000.0,0.078,12598000000.0,0.403,98598000000.0,2.00E+11,Communication Services,Entertainment,9/12/20,,223000.0,0.0,11.91,5.88,15.43,,,,,,,,,
306,DISCA,Discovery Communications,44.0,,,,,8/4/18,,,,,,,Communication Services,Entertainment,9/12/20,,9200.0,0.0,3.15,-3.26,5.09,,,,,,,,,
307,DISCK,Discovery,,,,,,,10553000000.0,0.535,594000000.0,-,32550000000.0,13632800000,Communication Services,Entertainment,9/12/20,,9200.0,0.0,1.79,-4.0,1.69,,,,,,,,,
308,DISH,DISH Network,32.0,,,,,8/4/18,13621300000.0,-0.054,1575100000.0,-0.249,30587000000.0,14827500000,Communication Services,Entertainment,9/12/20,,16000.0,0.0,-16.09,-11.12,6.57,,,,,,,,,
309,DK,Delek US Holdings,,,,,,,10265600000.0,0.397,340100000.0,0.178,5760600000.0,2821700000,Energy,Oil & Gas Refining & Marketing,9/12/20,,3600.0,10.21,-16.22,-12.0,11.62,,,,,,,,,
310,DKS,Dicks Sporting Goods,44.0,,,,,8/4/18,8436600000.0,-0.018,319900000.0,-0.011,4187100000.0,3544900000,Consumer Cyclical,Specialty Retail,9/12/20,,15300.0,2.24,29.88,3.6,9.7,,,,,,,,,
311,DLPH,Delphi Technologies,67.0,,,,no,8/4/18,,,,,,,Consumer Cyclical,Auto Parts,9/12/20,,19000.0,0.0,,,,,,,,,,,,
312,DLR,Digital Realty Trust,79.0,,,,yes,8/4/18,,,,,,,Real Estate,REIT—Office,9/12/20,,1550.0,3.08,7.84,21.63,11.26,,,,,,,,,
313,DLTR,Dollar Tree,40.0,,,,,8/4/18,22823300000.0,0.026,-1590800000.0,-1.928,13501200000.0,25021000000,Consumer Defensive,Discount Stores,9/12/20,,56900.0,0.0,2.59,6.26,14.49,,,,,,,,,
314,DNN,Denison Mines,,,,,,,,,,,,,Energy,Uranium,9/12/20,,65.0,0.0,-2.64,0.1,-11.24,,,,,,,,,
315,DOCU,DocuSign,,,,,,,,,,,,,Technology,Software—Application,9/12/20,,3909.0,0.0,,,,,,,,,,,,
316,DOMO,Domo,,,,,,,,,,,,,Technology,Software—Application,9/12/20,,802.0,0.0,,,,,,,,,,,,
317,DOV,Dover,60.0,,,,,8/4/18,7395800000.0,-0.056,570300000.0,-0.297,8365800000.0,13621000000,Industrials,Specialty Industrial Machinery,9/12/20,,24000.0,1.79,15.48,18.06,12.6,,,,,,,,,
318,DPS,Dr Pepper Snapple Group,36.0,,,,,8/4/18,,,,,,,Consumer Defensive,Beverages - Soft Drinks,9/12/20,,,,,,,,,,,,,,,
319,DPZ,Dominos Pizza,48.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Restaurants,9/12/20,,13100.0,0.8,28.6,29.71,40.33,,,,,,,,,
320,DRI,Darden Restaurants,58.0,,,,,8/4/18,8080100000.0,0.127,596000000.0,0.244,5469600000.0,15002600000,Consumer Cyclical,Restaurants,9/12/20,,177895.0,0.0,5.76,8.46,9.9,,,,,,,,,
321,DTE,DTE Energy,69.0,,,,,8/4/18,14212000000.0,0.127,1120000000.0,-0.012,36288000000.0,22854200000,Utilities,Utilities—Regulated Electric,9/12/20,,10700.0,3.43,4.52,12.32,12.06,,,,,,,,,
322,DUK,Duke Energy,56.0,,,,,8/4/18,24116000000.0,0.04,2666000000.0,-0.128,145000000000.0,65488100000,Utilities,Utilities—Regulated Electric,9/12/20,,29000.0,4.71,2.15,8.11,8.26,,,,,,,,,
323,DVA,DaVita HealthCare Partners,40.0,,,,,8/4/18,16368600000.0,0.021,159400000.0,-0.76,19110300000.0,9033900000,Healthcare,Medical Care Facilities,9/12/20,,65000.0,0.0,13.77,3.26,10.47,,,,,,,,,
324,DVN,Devon Energy,20.0,,,,,8/4/18,10734000000.0,-0.23,3064000000.0,2.412,19566000000.0,13832700000,Energy,Oil & Gas E&P,9/12/20,,1800.0,4.96,-31.31,-22.17,-13.08,,,,,,,,,
325,DXC,DXC Technology,,,,,,,24556000000.0,2.228,1751000000.0,-,33921000000.0,17252500000,Technology,Information Technology Services,9/12/20,,138000.0,0.0,-29.23,2.01,5.45,,,,,,,,,
326,DXCM,"DexCom, Inc.",,,,,,,,,,,,,Healthcare,Diagnostics & Research,9/12/20,,3900.0,0.0,73.73,31.53,40.2,,,,,,,,,
327,EA,Electronic Arts,68.0,,,,maybe,8/4/18,,,,,,,Communication Services,Electronic Gaming & Multimedia,9/12/20,,9800.0,0.0,,,,,,,,,,,,
328,EADSF,Airbus,55.0,4.1,,,yes,9/8/19,,,,,,,Industrials,Aerospace & Defense,9/12/20,,135154.0,0.0,-0.21,6.21,14.28,,,,,,,,,
329,EBAY,eBay,50.0,,,,,8/4/18,10746000000.0,0.123,2530000000.0,-,22819000000.0,33978700000,Consumer Cyclical,Internet Retail,9/12/20,,13300.0,1.22,12.21,15.38,14.28,,,,,,,,,
330,ECA,Encana Corporation,,,,,,,,,,,,,Energy,Oil & Gas E&P,9/12/20,,,,,,,,,,,,,,,
331,ECL,Ecolab,60.0,,,,,8/4/18,14668200000.0,0.06,1429100000.0,-0.053,20074500000.0,50908200000,Basic Materials,Specialty Chemicals,9/12/20,,45000.0,0.93,17.17,13.96,16.06,,,,,,,,,
332,ECPG,Encore Capital Group,,,,,,,,,,,,,Financial Services,Mortgage Finance,9/12/20,,7300.0,0.0,1.26,0.86,6.99,,,,,,,,,
333,ED,Consolidated Edison,54.0,,,,,8/4/18,12337000000.0,0.025,1382000000.0,-0.094,53920000000.0,27230600000,Utilities,Utilities—Regulated Electric,9/12/20,,14890.0,4.21,-1.78,6.86,7.61,,,,,,,,,
334,EDIT,Editas Medicine,,,,,,,,,,,,,Healthcare,Biotechnology,9/12/20,,208.0,0.0,14.5,,,,,,,,,,,
335,EDU,New Oriental Education and Tech Ads,,,,,,,,,,,,,Consumer Defensive,Education & Training Services,9/12/20,,,0.0,17.84,50.39,19.32,,,,,,,,,
336,EFX,Equifax,44.0,,,,,8/4/18,,,,,,,Industrials,Consulting Services,9/12/20,,11200.0,0.96,13.92,11.65,19.29,,,,,,,,,
337,EICHERMOT.NS,Eicher Motors Limited,,,,,,,,,,,,,Consumer Cyclical,Auto Manufacturers,9/12/20,,,1.15,,,,,,,,,,,,
338,EIX,Edison International,46.0,,,,,8/4/18,12657000000.0,0.027,-423000000.0,-1.749,56715000000.0,20174200000,Utilities,Utilities—Regulated Electric,9/12/20,,12937.0,5.05,-10.74,1.34,7.19,,,,,,,,,
339,EL,Estee Lauder,54.0,,,,,8/4/18,13683000000.0,0.157,1108000000.0,-0.113,12567000000.0,59790500000,Consumer Defensive,Household & Personal Products,9/12/20,,48000.0,0.89,26.36,23.77,22.65,,,,,,,,,
340,EME,EMCOR Group,,,,,,,8130600000.0,0.058,283500000.0,0.248,4088800000.0,4092300000,Industrials,Engineering & Construction,9/12/20,,36000.0,0.46,1.42,9.03,11.54,,,,,,,,,
341,EMN,Eastman Chemical,62.0,,,,,8/4/18,10151000000.0,0.063,1080000000.0,-0.22,15995000000.0,10531100000,Basic Materials,Chemicals,9/12/20,,14500.0,3.36,0.63,5.33,11.5,,,,,,,,,
342,EMR,Emerson Electric,56.0,,,,,8/4/18,17408000000.0,0.068,2203000000.0,0.451,20390000000.0,42083000000,Industrials,Specialty Industrial Machinery,9/12/20,,88000.0,2.96,6.62,11.02,5.6,,,,,,,,,
343,ENB,Enbridge,23.0,,,,,8/4/18,,,,,,,Energy,Oil & Gas Midstream,9/12/20,,,8.0,-2.6,0.95,6.37,,,,,,,,,
344,ENLC,EnLink Midstream,,,,,,,7699000000.0,0.341,-13200000.0,-1.062,10694100000.0,6219200000,Energy,Oil & Gas Midstream,9/12/20,,1355.0,15.5,-33.23,-18.67,2.22,,,,,,,,,
345,ENPH,Enphase Energy,,,,,,,,,,,,,Technology,Solar,9/12/20,,577.0,0.0,273.44,70.71,,,,,,,,,,
346,ENR,Energizer,,,,,,,,,,,,,Industrials,Electrical Equipment & Parts,9/12/20,,7500.0,2.95,-0.81,2.96,,,,,,,,,,
347,ENS,EnerSys,48.0,,,,,8/4/18,,,,,,,Industrials,Electrical Equipment & Parts,9/12/20,,11400.0,1.04,1.28,5.8,11.79,,,,,,,,,
348,EOG,EOG Resources,57.0,,,,,8/4/18,17275400000.0,0.541,3419000000.0,0.324,33934500000.0,55209900000,Energy,Oil & Gas E&P,9/12/20,,2900.0,3.95,-21.81,-10.88,-0.14,,,,,,,,,
349,EPD,Enterprise Products,72.0,,,,,8/4/18,36534200000.0,0.249,4172400000.0,0.491,56969800000.0,63579800000,Energy,Oil & Gas Midstream,9/12/20,,7000.0,10.4,-5.32,-0.57,5.42,,,,,,,,,
350,EQIX,Equinix,84.0,,,,,8/4/18,,,,,,,Real Estate,REIT—Specialty,9/12/20,,9181.0,1.43,17.86,22.61,24.04,,,,,,,,,
351,EQNR.OL,Equinor ASA,,,,,,,,,,,,,Energy,Oil & Gas Integrated,9/12/20,,21412.0,4.79,,,,,,,,,,,,
352,EQR,Equity Residential,87.0,,,,,8/4/18,,,,,,,Real Estate,REIT—Residential,9/12/20,,2600.0,4.32,-3.68,1.52,6.03,,,,,,,,,
353,EQT,EQT Corporation,44.0,,,,,8/4/18,,,,,,,Energy,Oil & Gas E&P,9/12/20,,647.0,0.0,-20.7,-15.84,-0.43,,,,,,,,,
354,EREGL.IS,Eregli Demir ve celik Fabrikalari T.A.S,,,,,,,,,,,,,Basic Materials,Steel,9/12/20,,11391.0,2.55,,,,,,,,,,,,
355,ERIC,Telefonaktiebolaget LM Ericsson,,,,,,,,,,,,,Technology,Communication Equipment,9/12/20,,99800.0,0.69,24.89,3.58,2.38,,,,,,,,,
356,ES,Eversource Energy,79.0,,,,,8/4/18,8448200000.0,0.09,1033000000.0,0.046,38241300000.0,22512600000,Utilities,Utilities—Regulated Electric,9/12/20,,8234.0,2.72,11.31,14.71,12.85,,,,,,,,,
357,ESIO,Electroc Scientific Industries,,,,,no,8/4/18,,,,,,,Technology,Semiconductors,9/12/20,,,,,,,,,,,,,,,
358,ESRX,Express Scripts Holding,38.0,,,,,8/4/18,,,,,,,Healthcare,Health Care Plans,9/12/20,,,,,,,,,,,,,,,
359,ESS,"Essex Property Trust, Inc.",64.0,,,,,8/4/18,,,,,,,Real Estate,REIT—Residential,9/12/20,,1822.0,3.85,-4.55,2.86,9.47,,,,,,,,,
360,ESTC,Elastic,,,,,,,,,,,,,Technology,Software—Application,9/12/20,,1962.0,0.0,,,,,,,,,,,,
361,ESV,Ensco plc,,,,,,8/4/18,,,,,,,Energy,Oil & Gas Drilling,9/12/20,,,,,,,,,,,,,,,
362,ET,Energy Transfer,,,,,,,54436000000.0,0.146,1694000000.0,0.776,88246000000.0,40260000000,Energy,Oil & Gas Midstream,9/12/20,,12812.0,20.47,-18.7,-14.51,5.28,,,,,,,,,
363,ETN,Eaton Corporation,49.0,,,,,8/4/18,,,,,,,Industrials,Specialty Industrial Machinery,9/12/20,,93000.0,2.89,14.74,15.68,12.17,,,,,,,,,
364,ETP,Energy Transfer Partners L.P.,66.0,,,,,8/4/18,,,,,,,,,9/12/20,,,,,,,,,,,,,,,
365,ETR,Entergy,58.0,,,,,8/4/18,11009500000.0,-0.006,848700000.0,1.062,48275100000.0,18214600000,Utilities,Utilities—Diversified,9/12/20,,13600.0,3.88,9.81,12.56,4.95,,,,,,,,,
366,ETSY,Etsy,59.0,3.6,,,,,,,,,,,Consumer Cyclical,Internet Retail,9/12/20,,1292.0,0.0,85.55,50.58,,,,,,,,,,
367,EVBG,Everbridge,,,,,,,,,,,,,Technology,Software—Application,9/12/20,,1106.0,0.0,71.37,,,,,,,,,,,
368,EVH,Evolent Health Inc,,,,,,,,,,,,,Healthcare,Health Information Services,9/12/20,,3400.0,0.0,-10.41,-9.09,,,,,,,,,,
369,EVHC,Envision Healthcare,29.0,,,,,8/4/18,,,,,,,Healthcare,Medical Care,9/12/20,,,,,,,,,,,,,,,
370,EW,Edwards Lifesciences,75.0,,,,,8/4/18,,,,,,,Healthcare,Medical Devices,9/12/20,,13900.0,0.0,28.68,28.67,23.59,,,,,,,,,
371,EXAS,Exact Sciences Corporation,,,,,,,,,,,,,Healthcare,Diagnostics & Research,9/12/20,,4110.0,0.0,21.21,31.15,29.95,,,,,,,,,
372,EXC,Exelon,60.0,,,,,8/4/18,35985000000.0,0.073,2010000000.0,-0.467,120000000000.0,48623700000,Utilities,Utilities—Diversified,9/12/20,,32713.0,4.27,1.42,7.53,1.77,,,,,,,,,
373,EXEL,Exelixis,,,,,,,,,,,,,Healthcare,Biotechnology,9/12/20,,617.0,0.0,-6.09,29.75,19.14,,,,,,,,,
374,EXP,Eagle Materials Inc.,,,,,,,,,,,,,Basic Materials,Building Materials,9/12/20,,2400.0,0.0,,,,,,,,,,,,
375,EXPD,Expeditors International of Washington,50.0,,,,,8/4/18,8138400000.0,0.176,618200000.0,0.263,3314600000.0,13043900000,Industrials,Integrated Freight & Logistics,9/12/20,,17937.0,1.17,17.71,14.09,8.38,,,,,,,,,
376,EXPE,Expedia,73.0,,,,yes,8/4/18,11223000000.0,0.116,406000000.0,0.074,18033000000.0,17515600000,Consumer Cyclical,Travel Services,9/12/20,,25400.0,0.0,-12.08,-3.02,9.88,,,,,,,,,
377,EXPN,Experian PLC,61.0,3.7,,,yes,9/8/19,,,,,,,Industrials,Business Services,9/12/20,,,,26.12,24.4,17.18,,,,,,,,,
378,EXPR,Express,36.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Apparel Retail,9/12/20,,4360.0,0.0,-47.88,-46.03,-20.2,,,,,,,,,
379,EXR,Extra Space Storage,76.0,,,,yes,8/4/18,,,,,,,Real Estate,REIT—Industrial,9/12/20,,4048.0,3.28,15.07,11.64,23.72,,,,,,,,,
380,EYE,National Vision Holdings,,,,,,,,,,,,,Consumer Cyclical,Specialty Retail,9/12/20,,11781.0,0.0,,,,,,,,,,,,
381,F,Ford Motor,54.0,,,,,8/4/18,160000000000.0,0.023,3677000000.0,-0.516,257000000000.0,35028000000,Consumer Cyclical,Auto Manufacturers,9/12/20,,190000.0,0.0,-8.89,-5.87,-0.09,,,,,,,,,
382,FAF,First American Financial,,,,,,,5747800000.0,-0.004,474500000.0,0.122,10630600000.0,5765300000,Financial Services,Insurance—Specialty,9/12/20,,18412.0,3.37,5.71,8.81,15.78,,,,,,,,,
383,FAST,Fastenal,53.0,,,,,8/4/18,,,,,,,Industrials,Industrial Distribution,9/12/20,,20667.0,2.27,29.44,19.84,14.7,,,,,,,,,
384,FB,Facebook,91.0,,,,yes,8/4/18,55838000000.0,0.374,22112000000.0,0.388,97334000000.0,4.76E+11,Communication Services,Internet Content & Information,9/12/20,,52534.0,0.0,15.39,23.7,,,,,,,,,,
385,FBHS,Fortune Brands Home & Security,100.0,,,,,8/4/18,,,,,,,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9/12/20,,24700.0,1.17,9.72,10.81,,,,,,,,,,
386,FCAU,Fiat Chrysler Automobiles N.V.,,,,,,,,,,,,,,,9/12/20,,,0.0,-5.2,5.36,,,,,,,,,,
387,FCX,Freeport-McMoRan,51.0,,,,,8/4/18,18628000000.0,0.135,2602000000.0,0.432,42216000000.0,18678400000,Basic Materials,Copper,9/12/20,,27500.0,3.48,5.02,7.96,-4.87,,,,,,,,,
388,FDC,First Data,,,,,,,9498000000.0,-0.212,1005000000.0,-0.314,38327000000.0,24767200000,,,9/12/20,,19000.0,,,,,,,,,,,,,
389,FDX,FedEx,62.0,,,,,8/4/18,65450000000.0,0.085,4572000000.0,0.526,52330000000.0,47270800000,Industrials,Integrated Freight & Logistics,9/12/20,,324000.0,1.16,4.2,10.01,11.35,,,,,,,,,
390,FE,FirstEnergy,52.0,,,,,8/4/18,11864000000.0,-0.129,1348000000.0,-,40063000000.0,22059600000,Utilities,Utilities—Diversified,9/12/20,,12000.0,5.37,1.33,3.71,2.17,,,,,,,,,
391,FFIV,F5 Networks,49.0,,,,,8/4/18,,,,,,,Technology,Software—Infrastructure,9/12/20,,5786.0,0.0,0.69,0.31,2.45,,,,,,,,,
392,FGEN,"FibroGen, Inc.",,,,,,,,,,,,,Healthcare,Biotechnology,9/12/20,,531.0,0.0,-5.46,8.77,,,,,,,,,,
